survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_alone
0,3,1,41.0,0.0,2.5,39.6875,S,Third,woman,False,C,Southampton,0,False,3.5,0
0,3,0,28.25,1.0,0.0,16.1,S,Third,man,True,C,Southampton,0,False,2.0,0
0,3,1,2.0,2.5,2.0,27.9,S,Third,child,False,C,Southampton,0,False,5.5,0
1,3,0,28.25,0.0,0.0,56.4958,S,Third,man,True,C,Southampton,1,True,1.0,1
1,1,0,48.0,1.0,0.0,73.198375,C,First,man,True,D,Cherbourg,1,False,2.0,0
1,1,0,56.0,0.0,0.0,35.5,C,First,man,True,A,Cherbourg,1,True,1.0,1
0,3,0,28.25,0.0,0.0,7.55,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,1,23.0,0.0,0.0,7.55,S,Third,woman,False,C,Southampton,1,True,1.0,1
1,2,1,18.0,0.0,1.0,23.0,S,Second,woman,False,C,Southampton,1,False,2.0,0
0,3,0,21.0,0.0,0.0,8.4333,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,1,28.25,0.0,0.0,7.8292,Q,Third,woman,False,C,Queenstown,1,True,1.0,1
0,3,1,18.0,0.0,0.0,6.75,Q,Third,woman,False,C,Queenstown,0,True,1.0,1
0,2,0,24.0,2.0,0.0,73.198375,S,Second,man,True,C,Southampton,0,False,3.0,0
0,3,1,32.0,1.0,1.0,15.5,Q,Third,woman,False,C,Queenstown,0,False,3.0,0
0,2,0,23.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,1,0,57.0,0.0,2.0,73.198375,C,First,man,True,D,Cherbourg,0,False,3.0,0
1,1,0,50.0,2.0,0.0,73.198375,S,First,man,True,C,Southampton,1,False,3.0,0
0,3,0,40.0,0.0,0.0,7.225,C,Third,man,True,C,Cherbourg,0,True,1.0,1
0,1,0,47.0,0.0,0.0,25.5875,S,First,man,True,E,Southampton,0,True,1.0,1
0,3,0,36.0,0.0,0.0,7.4958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,0,20.0,1.0,0.0,7.925,S,Third,man,True,C,Southampton,1,False,2.0,0
0,2,0,32.0,2.0,0.0,73.198375,S,Second,man,True,C,Southampton,0,False,3.0,0
0,3,0,28.25,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,43.0,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,28.25,1.0,0.0,52.0,S,First,woman,False,C,Southampton,1,False,2.0,0
1,2,1,40.0,1.0,1.0,39.0,S,Second,woman,False,C,Southampton,1,False,3.0,0
0,1,0,31.0,1.0,0.0,52.0,S,First,man,True,B,Southampton,0,False,2.0,0
0,2,0,57.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,0,True,1.0,1
1,2,0,31.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,1,True,1.0,1
0,3,0,18.0,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,24.5,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,1,18.0,0.0,0.0,9.8417,S,Third,woman,False,C,Southampton,1,True,1.0,1
0,3,1,43.0,1.0,2.5,46.9,S,Third,woman,False,C,Southampton,0,False,4.5,0
1,1,0,36.0,0.0,1.0,73.198375,C,First,man,True,B,Cherbourg,1,False,2.0,0
0,3,1,28.25,0.0,0.0,8.1375,Q,Third,woman,False,C,Queenstown,0,True,1.0,1
1,1,0,27.0,0.0,0.0,73.198375,C,First,man,True,D,Cherbourg,1,True,1.0,1
0,3,0,20.0,0.0,0.0,9.225,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,14.0,2.5,2.0,46.9,S,Third,child,False,C,Southampton,0,False,5.5,0
0,2,0,57.0,1.0,1.0,39.0,S,Second,man,True,C,Southampton,0,False,3.0,0
0,2,0,25.0,1.0,2.0,41.5792,C,Second,man,True,C,Cherbourg,0,False,4.0,0
0,3,0,14.0,2.5,1.0,39.6875,S,Third,child,False,C,Southampton,0,False,4.5,0
0,3,0,19.0,0.0,0.0,10.1708,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,18.0,0.0,0.0,7.7958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,15.0,0.0,1.0,73.198375,S,First,child,False,B,Southampton,1,False,2.0,0
1,1,0,31.0,1.0,0.0,57.0,S,First,man,True,B,Southampton,1,False,2.0,0
1,3,1,4.0,0.0,1.0,13.4167,C,Third,child,False,C,Cherbourg,1,False,2.0,0
0,3,0,25.0,0.0,0.0,7.225,C,Third,man,True,C,Cherbourg,0,True,1.0,1
0,1,0,57.0,0.0,0.0,26.55,S,First,man,True,C,Southampton,0,True,1.0,1
0,2,0,52.0,0.0,0.0,13.5,S,Second,man,True,C,Southampton,0,True,1.0,1
1,3,1,28.25,0.0,0.0,7.7333,Q,Third,woman,False,C,Queenstown,1,True,1.0,1
0,1,0,49.0,1.0,1.0,73.198375,C,First,man,True,C,Cherbourg,0,False,3.0,0
0,3,0,42.0,0.0,0.0,7.65,S,Third,man,True,F,Southampton,0,True,1.0,1
1,1,1,18.0,1.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,False,2.0,0
1,1,0,35.0,0.0,0.0,26.2875,S,First,man,True,E,Southampton,1,True,1.0,1
0,3,1,18.0,0.0,1.0,14.4542,C,Third,woman,False,C,Cherbourg,0,False,2.0,0
0,3,0,25.0,0.0,0.0,7.7417,Q,Third,man,True,C,Queenstown,0,True,1.0,1
0,3,0,26.0,1.0,0.0,7.8542,S,Third,man,True,C,Southampton,0,False,2.0,0
0,2,0,39.0,0.0,0.0,26.0,S,Second,man,True,C,Southampton,0,True,1.0,1
1,2,1,45.0,0.0,0.0,13.5,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,1,0,42.0,0.0,0.0,26.2875,S,First,man,True,E,Southampton,1,True,1.0,1
1,1,1,22.0,0.0,0.0,73.198375,S,First,woman,False,C,Southampton,1,True,1.0,1
1,1,1,24.0,0.0,0.0,49.5042,C,First,woman,False,C,Cherbourg,1,True,1.0,1
0,1,0,28.25,0.0,0.0,26.55,S,First,man,True,C,Southampton,0,True,1.0,1
1,1,0,48.0,1.0,0.0,52.0,S,First,man,True,C,Southampton,1,False,2.0,0
0,3,0,29.0,0.0,0.0,9.4833,S,Third,man,True,C,Southampton,0,True,1.0,1
0,2,0,52.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,0,19.0,0.0,0.0,7.65,S,Third,man,True,F,Southampton,0,True,1.0,1
1,1,1,38.0,0.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,True,1.0,1
1,2,1,27.0,0.0,0.0,10.5,S,Second,woman,False,E,Southampton,1,True,1.0,1
0,3,0,28.25,0.0,0.0,15.5,Q,Third,man,True,C,Queenstown,0,True,1.0,1
0,3,0,33.0,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,6.0,0.0,1.0,33.0,S,Second,child,False,C,Southampton,1,False,2.0,0
0,3,0,17.0,1.0,0.0,7.0542,S,Third,man,True,C,Southampton,0,False,2.0,0
0,2,0,34.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,2,0,50.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
1,1,0,27.0,1.0,0.0,53.1,S,First,man,True,E,Southampton,1,False,2.0,0
0,3,0,20.0,0.0,0.0,8.6625,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,30.0,2.5,0.0,21.0,S,Second,woman,False,C,Southampton,1,False,3.5,0
1,3,1,28.25,0.0,0.0,7.7375,Q,Third,woman,False,C,Queenstown,1,True,1.0,1
0,2,0,25.0,1.0,0.0,26.0,S,Second,man,True,C,Southampton,0,False,2.0,0
0,3,1,25.0,1.0,0.0,7.925,S,Third,woman,False,C,Southampton,0,False,2.0,0
1,1,1,29.0,0.0,0.0,73.198375,S,First,woman,False,B,Southampton,1,True,1.0,1
0,3,0,11.0,0.0,0.0,18.7875,C,Third,child,False,C,Cherbourg,0,True,1.0,1
0,3,0,28.5,0.0,0.0,16.1,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,48.0,1.0,2.5,34.375,S,Third,woman,False,C,Southampton,0,False,4.5,0
1,1,0,35.0,0.0,0.0,73.198375,C,First,man,True,B,Cherbourg,1,True,1.0,1
1,1,0,28.25,0.0,0.0,30.0,S,First,man,True,D,Southampton,1,True,1.0,1
0,1,0,36.0,1.0,0.0,73.198375,S,First,man,True,C,Southampton,0,False,2.0,0
1,1,1,21.0,2.0,2.0,73.198375,C,First,woman,False,B,Cherbourg,1,False,5.0,0
0,3,0,24.0,1.0,0.0,16.1,S,Third,man,True,C,Southampton,0,False,2.0,0
1,3,0,31.0,0.0,0.0,7.925,S,Third,man,True,C,Southampton,1,True,1.0,1
0,1,0,57.0,1.0,1.0,71.0,S,First,man,True,B,Southampton,0,False,3.0,0
0,3,0,16.0,1.0,1.0,20.25,S,Third,man,True,C,Southampton,0,False,3.0,0
1,2,1,30.0,0.0,0.0,13.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
0,1,0,19.0,1.0,0.0,53.1,S,First,man,True,D,Southampton,0,False,2.0,0
0,3,0,31.0,0.0,0.0,7.75,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,2,1,4.0,1.0,1.0,23.0,S,Second,child,False,C,Southampton,1,False,3.0,0
1,3,0,6.0,0.0,1.0,12.475,S,Third,child,False,E,Southampton,1,False,2.0,0
0,3,0,33.0,0.0,0.0,9.5,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,23.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,48.0,1.0,2.0,65.0,S,Second,woman,False,C,Southampton,1,False,4.0,0
1,2,0,1.0,1.0,1.0,14.5,S,Second,child,False,C,Southampton,1,False,3.0,0
0,3,0,28.0,0.0,0.0,7.7958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,33.0,0.0,0.0,73.198375,S,First,woman,False,B,Southampton,1,True,1.0,1
0,3,0,41.0,0.0,0.0,7.125,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,0,20.0,0.0,0.0,7.2292,C,Third,man,True,C,Cherbourg,1,True,1.0,1
1,1,1,36.0,1.0,2.0,73.198375,S,First,woman,False,B,Southampton,1,False,4.0,0
0,3,0,16.0,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,51.0,1.0,0.0,73.198375,S,First,woman,False,D,Southampton,1,False,2.0,0
0,1,0,28.25,0.0,0.0,39.6,C,First,man,True,C,Cherbourg,0,True,1.0,1
0,3,1,30.5,0.0,0.0,7.75,Q,Third,woman,False,C,Queenstown,0,True,1.0,1
0,3,0,28.25,1.0,0.0,24.15,Q,Third,man,True,C,Queenstown,0,False,2.0,0
0,3,0,32.0,0.0,0.0,8.3625,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,24.0,0.0,0.0,9.5,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,48.0,0.0,0.0,7.8542,S,Third,man,True,C,Southampton,0,True,1.0,1
0,2,1,57.0,0.0,0.0,10.5,S,Second,woman,False,E,Southampton,0,True,1.0,1
1,2,1,54.0,1.0,2.5,23.0,S,Second,woman,False,C,Southampton,1,False,4.5,0
0,3,0,18.0,0.0,0.0,7.75,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,28.25,0.0,0.0,7.75,Q,Third,man,True,F,Queenstown,0,True,1.0,1
1,3,1,5.0,0.0,0.0,12.475,S,Third,child,False,C,Southampton,1,True,1.0,1
0,3,0,28.25,0.0,0.0,7.7375,Q,Third,man,True,C,Queenstown,0,True,1.0,1
1,1,1,43.0,0.0,1.0,73.198375,S,First,woman,False,B,Southampton,1,False,2.0,0
1,3,1,13.0,0.0,0.0,7.2292,C,Third,child,False,C,Cherbourg,1,True,1.0,1
1,1,1,17.0,1.0,0.0,57.0,S,First,woman,False,B,Southampton,1,False,2.0,0
0,1,0,29.0,0.0,0.0,30.0,S,First,man,True,D,Southampton,0,True,1.0,1
0,3,0,28.25,1.0,2.0,23.45,S,Third,man,True,C,Southampton,0,False,4.0,0
0,3,0,25.0,0.0,0.0,7.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,25.0,0.0,0.0,7.25,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,1,18.0,0.0,0.0,7.4958,S,Third,woman,False,C,Southampton,1,True,1.0,1
0,3,0,8.0,2.5,1.0,29.125,Q,Third,child,False,C,Queenstown,0,False,4.5,0
1,3,0,1.0,1.0,2.0,20.575,S,Third,child,False,C,Southampton,1,False,4.0,0
0,1,0,46.0,0.0,0.0,73.198375,C,First,man,True,B,Cherbourg,0,True,1.0,1
0,2,0,16.0,0.0,0.0,26.0,S,Second,man,True,C,Southampton,0,True,1.0,1
0,1,0,28.25,0.0,0.0,30.6958,C,First,man,True,C,Cherbourg,0,True,1.0,1
0,3,0,25.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,2,0,39.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
1,1,1,49.0,0.0,0.0,25.9292,S,First,woman,False,D,Southampton,1,True,1.0,1
1,3,1,31.0,0.0,0.0,8.6833,S,Third,woman,False,C,Southampton,1,True,1.0,1
0,3,0,30.0,0.0,0.0,7.2292,C,Third,man,True,C,Cherbourg,0,True,1.0,1
0,3,1,30.0,1.0,1.0,24.15,S,Third,woman,False,C,Southampton,0,False,3.0,0
1,2,1,31.0,1.0,1.0,26.25,S,Second,woman,False,C,Southampton,1,False,3.0,0
1,1,0,11.0,1.0,2.0,73.198375,S,First,child,False,B,Southampton,1,False,4.0,0
1,3,0,1.0,0.0,1.0,8.5167,C,Third,child,False,C,Cherbourg,1,False,2.0,0
1,3,0,27.0,0.0,0.0,6.975,S,Third,man,True,C,Southampton,1,True,1.0,1
0,3,0,31.0,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,39.0,0.0,0.0,0.0,S,First,man,True,A,Southampton,0,True,1.0,1
0,3,1,18.0,0.0,0.0,7.775,S,Third,woman,False,C,Southampton,0,True,1.0,1
1,1,1,33.0,1.0,0.0,53.1,S,First,woman,False,E,Southampton,1,False,2.0,0
0,3,0,26.0,0.0,0.0,7.8875,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,39.0,0.0,0.0,24.15,S,Third,man,True,C,Southampton,0,True,1.0,1
0,2,0,35.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,1,6.0,2.5,2.0,31.275,S,Third,child,False,C,Southampton,0,False,5.5,0
0,3,0,30.5,0.0,0.0,8.05,S,Third,man,True,C,Southampton,0,True,1.0,1
0,1,0,28.25,0.0,0.0,0.0,S,First,man,True,B,Southampton,0,True,1.0,1
0,3,1,23.0,0.0,0.0,7.925,S,Third,woman,False,C,Southampton,0,True,1.0,1
0,2,0,31.0,1.0,1.0,37.0042,C,Second,man,True,C,Cherbourg,0,False,3.0,0
0,3,0,43.0,0.0,0.0,6.45,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,10.0,2.5,2.0,27.9,S,Third,child,False,C,Southampton,0,False,5.5,0
1,1,1,52.0,1.0,1.0,73.198375,S,First,woman,False,B,Southampton,1,False,3.0,0
1,3,0,27.0,0.0,0.0,8.6625,S,Third,man,True,C,Southampton,1,True,1.0,1
0,1,0,38.0,0.0,0.0,0.0,S,First,man,True,C,Southampton,0,True,1.0,1
1,3,1,27.0,0.0,1.0,12.475,S,Third,woman,False,E,Southampton,1,False,2.0,0
0,3,0,2.0,2.5,1.0,39.6875,S,Third,child,False,C,Southampton,0,False,4.5,0
0,3,0,28.25,0.0,0.0,6.95,Q,Third,man,True,C,Queenstown,0,True,1.0,1
0,3,0,28.25,0.0,0.0,56.4958,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,0,1.0,0.0,2.0,37.0042,C,Second,child,False,C,Cherbourg,1,False,3.0,0
1,3,0,28.25,0.0,0.0,7.75,Q,Third,man,True,C,Queenstown,1,True,1.0,1
1,1,1,57.0,0.0,0.0,73.198375,S,First,woman,False,B,Southampton,1,True,1.0,1
1,3,1,15.0,1.0,0.0,14.4542,C,Third,child,False,C,Cherbourg,1,False,2.0,0
1,2,0,1.0,1.0,1.0,18.75,S,Second,child,False,C,Southampton,1,False,3.0,0
0,3,0,23.0,0.0,0.0,7.8542,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,18.0,0.0,0.0,8.3,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,39.0,1.0,1.0,73.198375,C,First,woman,False,E,Cherbourg,1,False,3.0,0
0,3,0,21.0,0.0,0.0,8.6625,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,0,28.25,0.0,0.0,29.7,C,First,man,True,C,Cherbourg,1,True,1.0,1
0,3,0,20.0,0.0,0.0,7.925,S,Third,man,True,C,Southampton,0,True,1.0,1
0,2,0,16.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,0,True,1.0,1
1,1,1,30.0,0.0,0.0,31.0,C,First,woman,False,C,Cherbourg,1,True,1.0,1
0,3,0,34.5,0.0,0.0,6.4375,C,Third,man,True,C,Cherbourg,0,True,1.0,1
0,3,0,42.0,0.0,0.0,7.55,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,0,35.0,0.0,0.0,7.8958,C,Third,man,True,C,Cherbourg,0,True,1.0,1
0,2,0,28.0,0.0,1.0,33.0,S,Second,man,True,C,Southampton,0,False,2.0,0
1,1,1,28.25,1.0,0.0,73.198375,C,First,woman,False,C,Cherbourg,1,False,2.0,0
0,3,0,4.0,2.5,2.0,31.275,S,Third,child,False,C,Southampton,0,False,5.5,0
0,3,0,57.0,0.0,0.0,7.775,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,9.0,1.0,1.0,15.2458,C,Third,child,False,C,Cherbourg,0,False,3.0,0
1,1,1,16.0,0.0,1.0,39.4,S,First,woman,False,D,Southampton,1,False,2.0,0
0,2,1,44.0,1.0,0.0,26.0,S,Second,woman,False,C,Southampton,0,False,2.0,0
1,3,1,18.0,0.0,1.0,9.35,S,Third,woman,False,C,Southampton,1,False,2.0,0
1,1,1,45.0,1.0,1.0,73.198375,S,First,woman,False,C,Southampton,1,False,3.0,0
1,1,0,51.0,0.0,0.0,26.55,S,First,man,True,E,Southampton,1,True,1.0,1
1,3,1,24.0,0.0,2.5,19.2583,C,Third,woman,False,C,Cherbourg,1,False,3.5,0
0,3,0,41.0,2.0,0.0,14.1083,S,Third,man,True,C,Southampton,0,False,3.0,0
0,2,0,21.0,1.0,0.0,11.5,S,Second,man,True,C,Southampton,0,False,2.0,0
1,1,1,48.0,0.0,0.0,25.9292,S,First,woman,False,D,Southampton,1,True,1.0,1
0,2,0,24.0,0.0,0.0,13.0,S,Second,man,True,C,Southampton,0,True,1.0,1
1,2,1,42.0,0.0,0.0,13.0,S,Second,woman,False,C,Southampton,1,True,1.0,1
1,2,1,27.0,1.0,0.0,13.8583,C,Second,woman,False,C,Cherbourg,1,False,2.0,0
0,1,0,31.0,0.0,0.0,50.4958,S,First,man,True,A,Southampton,0,True,1.0,1
0,3,0,28.25,0.0,0.0,9.5,S,Third,man,True,C,Southampton,0,True,1.0,1
1,3,0,4.0,1.0,1.0,11.1333,S,Third,child,False,C,Southampton,1,False,3.0,0
1,1,1,47.0,1.0,1.0,52.5542,S,First,woman,False,D,Southampton,1,False,3.0,0
0,1,0,33.0,0.0,0.0,5.0,S,First,man,True,B,Southampton,0,True,1.0,1
0,3,0,47.0,0.0,0.0,9.0,S,Third,man,True,C,Southampton,0,True,1.0,1
1,2,1,28.0,1.0,0.0,24.0,C,Second,woman,False,C,Cherbourg,1,False,2.0,0
1,3,1,15.0,0.0,0.0,7.225,C,Third,child,False,C,Cherbourg,1,True,1.0,1
0,3,0,20.0,0.0,0.0,9.8458,S,Third,man,True,C,Southampton,0,True,1.0,1
1,1,1,56.0,0.0,1.0,73.198375,C,First,woman,False,C,Cherbourg,1,False,2.0,0
1,2,1,25.0,0.0,1.0,26.0,S,Second,woman,False,C,Southampton,1,False,2.0,0
0,3,0,33.0,0.0,0.0,7.8958,S,Third,man,True,C,Southampton,0,True,1.0,1
0,3,1,22.0,0.0,0.0,10.5167,S,Third,woman,False,C,Southampton,0,True,1.0,1
0,2,0,28.0,0.0,0.0,10.5,S,Second,man,True,C,Southampton,0,True,1.0,1
0,3,1,39.0,0.0,2.5,29.125,Q,Third,woman,False,C,Queenstown,0,False,3.5,0
1,1,1,19.0,0.0,0.0,30.0,S,First,woman,False,B,Southampton,1,True,1.0,1
0,3,1,28.25,1.0,2.0,23.45,S,Third,woman,False,C,Southampton,0,False,4.0,0
1,1,0,26.0,0.0,0.0,30.0,C,First,man,True,C,Cherbourg,1,True,1.0,1
0,3,0,32.0,0.0,0.0,7.75,Q,Third,man,True,C,Queenstown,0,True,1.0,1
